epoch,train_loss,val_loss,val_accuracy,"# {'start_time': '2025-05-20 19:32:40', 'learning_rate': 0.001, 'batch_size': 128, 'epochs': 100, 'criterion': 'CrossEntropyLoss', 'optimizer': 'Adam', 'model_name': 'Unimodal_Audio'}
"
1,0.016717308710500475,,
2,0.012190154589259606,,
3,0.01082743655424565,,
4,0.017244908820358368,,
5,0.013235825136924303,,
6,0.015095853842700138,,
7,0.014213341765197013,,
8,0.011946184734611157,,
9,0.012501726400939312,,
10,0.010931842530052837,,
11,0.013097681451963158,,
12,0.012815551280343857,,
13,0.013186688297558482,,
14,0.013860071358261805,,
15,0.01281318269022534,,
16,0.014086160058851356,,
17,0.011693733495959287,,
18,0.012869006243543184,,
19,0.011785559711169362,,
20,0.014280392203321288,,
21,0.010864389074432374,,
22,0.011377085176833283,,
23,0.011263401669456535,,
24,0.011847665284333977,,
25,0.013741516079747716,,
26,0.0123567902339642,,
27,0.010609877566846905,,
28,0.014930641721734583,,
29,0.011970509388282704,,
30,0.007184378041569458,,
31,0.010945494552855286,,
32,0.010766619741602776,,
33,0.011174548164549485,,
34,0.01200515521086345,,
35,0.010056277391155418,,
36,0.01022576660581001,,
37,0.011254030434463137,,
38,0.012397167260132846,,
39,0.010666992545622296,,
40,0.010220399566834352,,
41,0.01189779648758346,,
42,0.008610295290003874,,
43,0.0114034252249397,,
44,0.011880928111840635,,
45,0.010444504752414888,,
46,0.011842809543921164,,
47,0.012538922720984353,,
48,0.00980424570019073,,
49,0.009115162357176264,,
50,0.010090007793090525,,
51,0.011960115552870394,,
52,0.011055937290264536,,
53,0.00633318235802298,,
54,0.009071990738738519,,
55,0.011482523323783701,,
56,0.00912389926294731,,
57,0.009980251025659569,,
58,0.009022995155441475,,
59,0.011799066167289702,,
60,0.009086450881765159,,
61,0.00810736846644939,,
62,0.009623020564441863,,
63,0.011217462393275592,,
64,0.008285826330921038,,
65,0.012809532374162805,,
66,0.008226519043548017,,
67,0.007658522615361636,,
68,0.009260337177229938,,
69,0.006986952912068266,,
70,0.011612655206705989,,
71,0.0075873567204072,,
72,0.007909482985462282,,
73,0.008106458512468391,,
74,0.008502433309410853,,
75,0.012871070272898959,,
76,0.009881630093613513,,
77,0.011027920945352255,,
78,0.00816114912110691,,
79,0.008712006488769138,,
80,0.007987063979524379,,
81,0.007472408965570012,,
82,0.008050358489948806,,
83,0.010709918740942188,,
84,0.008717400888632298,,
85,0.008910195840210262,,
86,0.010072327029267272,,
87,0.00839548738200646,,
88,0.007365089392668102,,
89,0.007699726502564349,,
90,0.008633116143815367,,
91,0.008497271432482585,,
92,0.0075750809058131065,,
93,0.008064656069246617,,
94,0.0102474320003662,,
95,0.0077658874690356705,,
96,0.008695905845152188,,
97,0.009798336001573833,,
98,0.008798217832812698,,
99,0.00877794397584313,,
100,0.007636409244342007,,
